image_link,language,ids,transcriptions,distinct,explanations,summary
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000084701.jpg,Chinese,['1byGn8rzHAPJ'],['这张照片是黑白的但是我们能看到像是某个人家的那种客厅像是客厅这个客厅的话呢我们从左下方能看到有好多一二三四四个行李箱大小不一然后呢下面就是最左边是上下两个行李箱下面行李箱颜色比较深上面行李箱颜色比较浅然后这两个行李箱右边还放了一个行李箱颜色比较深然后这个行李箱的这个往前吧就是照片的话就是往上还有个行李箱是立着的其他这些行李箱都是躺下来的但这个行李箱是立着的颜色比较浅他们呢如果再往后就是图片往上再往后呢是沙发然后呢沙发然后沙发往右就是地毯地毯上面有一个桌子有那种小茶几吧茶几上面东西非常的多非常的杂乱就看不太清楚到底具体都有什么了但是呢我们还能看到茶几如果再往后就是我们这个图片再往就是右上方我们能看到有一个像树一样的结构有可能是圣诞树吧所以有可能这个他们在就是回家来过圣诞节是很有可能的'],[False],[nan],这张照片呈现为黑白色调，但我们能够清晰地看到一个像是某个人家客厅的场景。在画面的左下方，有四个大小不一的行李箱。最左边的两个行李箱上下叠放，下面的行李箱颜色较深，而上面的行李箱则颜色较浅。紧接着，在这两个行李箱的右侧，还放置了一个同样颜色较深的行李箱。往前推，这张照片的上方还有一个立着的行李箱，其颜色比较浅。这几个行李箱中，除了这个立着的行李箱，其余的都是横放的。  如果再向图片的上方看去，我们可以看到沙发。沙发的右侧是地毯，地毯上摆放着一个小茶几。茶几上东西堆积得非常多，显得杂乱，具体有哪些物品并不是很清楚。不过，我们依然可以辨认出来，茶几的后面，也就是图片的右上方，有一个类似于树的结构，这很可能是一棵圣诞树。这一细节暗示着这个家庭可能是在准备庆祝圣诞节，因此我们可以推测这是他们回家过节的场景。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000084701.jpg,English,['1i9pRAeOUwQ4'],"["" This is a black and white photo of a person's room. It appears you can make out a Christmas tree with some ornaments on it, a chair, slash like mini couch with a patterned cushion against it, a suitcase, two suitcases, slash, well, actually three or four suitcases or luggages on top of a rug, a patterned rug, and on top of the patterned rug, which has as its patterns a bunch of different like little cubes, slash squares, we have a very sort of full tabletop with a bunch of different books and objects that I can't quite make out. It is also important to note that this image is in print. It is black and white.""]",[False],[nan],"The image presented is a black and white photograph capturing the interior of a person's room, allowing for a nostalgic and classic ambiance. Prominently featured in the scene is a Christmas tree, adorned with various ornaments that lend a festive touch, hinting at a particular season full of celebration and joy. Beside the tree, there is a chair or a small couch, which is distinguished by its patterned cushion, adding an element of comfort and style to the room’s décor.  The floor is covered with a patterned rug that boasts designs resembling a series of small cubes or squares, bringing texture and visual interest to the space. Scattered atop this rug are several suitcases—specifically, there are three or four pieces of luggage stacked together, which could imply travel or perhaps a transitional phase in the occupant's life.   Additionally, the tabletop is quite cluttered with a variety of books and objects, although the specific details of these items are difficult to discern in the photograph, they provide a glimpse into the personal interests and experiences of the room's inhabitant. It is noteworthy that the image exists in print form, capturing the essence of a moment in time in the simplicity and depth of black and white photography. The overall composition reflects a cozy, lived-in space that conveys both warmth and a hint of mystery, inviting viewers to imagine the stories behind the objects contained within it."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000084964.jpg,Chinese,['13Qd7gFJmXVt'],"['这个照片拍的是一个客厅的样子整个房间上方是一个探照灯照在迪士科灯球上所以房间的屋顶能看见非常多细碎闪闪的灯球反光画面中间是一个落地吊灯,红色的灯盏但是它的设计非常有趣,是一个圆弧形的金属吊杆的落地灯画面中间是木头的柜子墙角放着皮质的灯一排沙发画面左边是一些餐桌的一角画面右边离镜头很近的地方我们能看见一个桌子上面摆着CD和CD播放器播放器是有一些金属复古的质感上面有一点灯光操控面板操控面板操控面板']",[False],[nan],这张照片展现了一个客厅的全景，从整体来看，整个房间的上方悬挂着一个探照灯，强烈的光束照射在中央的迪斯科灯球上。由于灯光的照射，房间的屋顶上显现出许多细碎闪耀的反光，营造出欢快而动感的氛围。画面的中心位置有一个落地吊灯，灯盏是红色的，设计非常别致，采用了一个圆弧形的金属吊杆，既现代又富有艺术感。  在画面中间，我们可以看到一个木质的柜子，柜子上的纹理和颜色显得温暖而自然。墙角处，放置着一盏皮质的灯，增添了空间的层次感和质感。沙发一排在画面的前景提供了舒适的座位，整体色调与环境氛围相得益彰。  画面的左边是一些餐桌的角落，预示着这个空间的多功能性。而在画面的右侧，靠近镜头的位置，有一张桌子，上面摆放着几张CD和一个CD播放器。该播放器展现出一种金属复古的质感，表面上还有一些灯光，闪烁的操控面板透露出复古电子设备的独特魅力。这种设计不仅增加了个性，也呼应了整个空间的动感与活力。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000084964.jpg,English,['16UDNERk8Rsd'],"["" This next image is of maybe somebody's living room. We see that there are, there's a table, there's a couch, there's a record player, there's a lamp that comes from the record player, like kind of branches over. There's chairs and a table on the left. There's all sorts of cubbies and clocks and paintings on the wall. It looks like there's a disco ball hanging from the ceiling, actually multiple. There's one big one, one medium one, two small ones. The room looks a little bit messy. It looks lived in. There's a drink on the table. There's also some sort of weird decor. There's a shot glass with some whiskey or bourbon or something on the table. There's a tree. Yeah.""]",[False],[nan],"The next image depicts what appears to be someone's living room. In this cozy and somewhat eclectic space, we can see a table set in the center, accompanied by a comfortable couch nearby. A record player is prominently featured, which has a lamp extending from it, suggesting a blend of functionality and style as it branches over into the living area. On the left side of the room, there are several chairs surrounding another table, contributing to the inviting atmosphere.   The walls are adorned with a variety of cubbies, clocks, and paintings, adding personality and character to the space. Interestingly, there are multiple disco balls hanging from the ceiling, with one large disco ball, one medium-sized, and two smaller ones, which may hint at a fun, festive spirit or a love for music and celebration within the household.   The overall appearance of the room suggests it is somewhat messy and clearly lived in, which might indicate a home that is regularly enjoyed rather than meticulously maintained. On the table, there is a drink resting, suggesting recent use or casual gatherings. Additionally, there is a unique piece of decor, specifically a shot glass that contains some whiskey or bourbon. This element could reflect the owner's taste in spirits or the atmosphere of social drinking. Lastly, there is a tree present, which might contribute to the decor or bring a touch of nature into the room."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000085046.jpg,Chinese,['15BSzsZkvrQH'],['这幅照片里是三个男人在餐桌上吃饭的样子实际上从图片中我们能感受到至少有四个级以上的人桌子是圆桌上面铺着白色的桌布和一些食物以及玻璃杯 玻璃杯中装着饮料画面中左边的男人看着手机手上戴着手表或者是饰品穿着格子花纹的衬衫中间的男人穿着黑色的短袖Polo衫面带笑容右边的男人看向桌面的食物穿着浅色的长袖T恤画面背景是室内餐厅的样子整体的色调是紫色偏暗所以墙壁也呈现出深霉红色的样子画面中有一个人虽然没有出现但是露出了右手正在拿餐桌上的东西'],[False],[nan],这幅照片展现了三个男人在一张圆形餐桌上共进晚餐的场景。从画面中可以感受到，其中至少有四个级以上的人员在场。桌面铺设着洁白的桌布，上面摆放着丰盛的食物和几个玻璃杯。这些玻璃杯中装着各种饮料，可能是酒类或软饮。   在左侧的男人正专注地看着手机，他的手腕上佩戴着手表或饰品，身穿格子花纹的衬衫，似乎在关注手机中的信息。照相机的视角使我们清楚地看到，他的表情略显专注。中间的男人穿着黑色的短袖Polo衫，脸上带着愉悦的笑容，似乎在参与着和朋友之间的轻松对话。右侧的男人则把目光投向桌上的食物，他穿着浅色的长袖T恤，给人一种放松的感觉，可能在考虑选择什么食物来享用。   背景则是一个典雅的室内餐厅，整体色调偏向中暗紫色，墙壁呈现出深霉红色，营造出一种温馨而又不失高级感的氛围。尽管画面中有一位尚未完全出现的朋友，但他的右手在桌子上出现，正在拿取桌上的食物，增加了场景的真实感和生活气息。这幅图传递了一种友好、温馨且愉快的社交聚餐气氛。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000085564.jpg,Chinese,['1dGMj0KbRfle'],['这是一个栩栩如生的棒球比赛比赛现场中是一个非常大的一个棒球场的一个格局而这个棒球场上有非常多的棒球运动员在比赛这个角度是从棒球守门员的角度开始的我只见到有一个棒球选手在那里开启了他的棒球日历而这个棒球比赛还没有正式的打响可以看到并没有很多的观众或者说这个游戏已经逐渐进入了高潮的结局很多事情都是很难以预计的估计这个比赛非常的生动刺激看到了这个守门员在拿起了他的棒球棒想往前努力的进行防守而这个比赛也是一个非常紧张刺激的一个活动'],[False],[nan],这是一个栩栩如生的棒球比赛现场的描述。比赛场地是一个非常宽阔的棒球场，场地的布局非常清晰整齐，完美地彰显了棒球比赛的氛围。在这个棒球场上，众多的棒球运动员正在进行激烈的比赛。画面是从棒球守门员的角度进行拍摄，视角独特，让人感受到比赛的紧张氛围。  在比赛开始前，我注意到有一位棒球选手正在专注地开启他的棒球日历，这表明他正准备迎接接下来的挑战。此时，比赛还没有正式打响，可以看到场上并没有太多观众，可能是因为比赛的前期阶段还未引发太多现场观众的关注。然而，随着比赛的进行，气氛开始变得愈加紧张激烈，可以预见这场比赛将会达到高潮。  在这样的比赛环境下，守门员的备战显得尤为重要，他正小心翼翼地拿起自己的球棒，准备全力以赴地进行防守。这种准备和投入充分展示了比赛的生动和刺激。整个棒球比赛充满了不可预测性，紧张刺激的氛围让人感受到运动的激情和挑战。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000085564.jpg,English,['1avZW1ouuaNf'],"[""This picture is of a baseball game right before the pitch is thrown. The pitcher already went through his windup. It looks like the team that's pitching and playing defense is the Braves. It's unclear what the hitting team is, but they're at the baseball field. We're looking for behind home plate. The home team is the Braves. Unclear what the away team is, but it looks like they're in orange, so probably the Giants or Orioles, more likely the Giants. The stands are mostly empty. There aren't too many people in them. They're all wearing red or white or navy blue. The umpire is on one knee. The third baseman can be seen in the shortstop in your second base because they're in the shift. The backstop, the wall is blue. It says Warren Spahn, Dale Mercy, and Eddie Matthews. The number is 21, 3, and 41 next to each of them. It says Bud Light on the poster on the left. It says 380 is how far it is to the wall. It says the barge 50 meters away. So Washington State is going to start now to get theirs in the field. The field is gray and told what they are going to do in the fall, but there is now a standard amount of ground cover on the outside of the area. That's what this is probably going to be. And then there's dirt. For the baseball naturals and baseball bases in home plate are white.""]",[False],[nan],"This picture captures a moment during a baseball game, specifically right before a pitch is thrown. The pitcher has completed his windup, and the scene is set with the team playing defense, which is identified as the Braves. The team at bat is not explicitly stated, but they are wearing orange uniforms, which suggests they may be affiliated with the Giants or Orioles, with a stronger likelihood leaning towards the Giants. The photo is taken from a vantage point behind home plate, indicating that the Braves are the home team for this game.   The bleachers, visible in the background, are largely empty, indicating a sparse crowd attendance. The few spectators present are adorned in an array of colors, primarily red, white, or navy blue. The umpire can be observed crouching on one knee, likely preparing to call the pitch, while both the third baseman and shortstop, as well as the second baseman, are positioned strategically as part of a defensive shift.  In the backdrop, there is a blue backstop adorned with the names Warren Spahn, Dale Murphy, and Eddie Matthews, accompanied by their respective jersey numbers: 21 for Spahn, 3 for Murphy, and 41 for Matthews. This showcases the recognition of these historical Braves players, contributing to the team's rich legacy. A promotional poster for Bud Light is visible on the left side of the image, suggesting a sponsorship or advertisement at the venue.  The sign indicates that it is 380 feet to the wall, and additionally, it notes ""the barge"" is located 50 meters away, possibly referring to a feature near the stadium. This signals the starting point for the upcoming play with Washington State in the field.  The playing field itself is depicted in a grayish tone, while the outfield appears to have a standard coverage of grass. The infield dirt is visible, as well as the baseball bases, which are marked in white, adding to the traditional aspects of the baseball diamond, including home plate. The composition of the scene encapsulates an iconic moment in America's pastime, rife with visual details that highlight the atmosphere and preparation for the play to commence."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000085564.jpg,Korean,['1aUPIIKCkr0s'],"[' 이 이미지는 야구 경기 중인 장면을 담고 있습니다. 사진 속에서는 투수가 공을 던지고 있고 타자는 그 공을 받기 위해 준비 자세를 취하고 있습니다. 투수는 마운드에서 공을 던지는 순간이고 타자는 타석에서 준비 자세를 취하고 있는 모습입니다. 또한 포수는 타자 뒤에서 공을 받을 준비를 하고 있습니다. 울체로는 야구, 공, 배트 그리고 각 선수들이 주요한 객체입니다. 투수와 타자는 중앙에 위치하며 포수는 타자 뒤편을 자리 잡고 있습니다. 그 외에도 구장 안에 여러가지 야구 관련 물체들이 보입니다. 세부적으로는 선수들의 유니폼, 야구공의 궤적, 그리고 구장의 관객석이 눈에 띄며 경기에 활발한 분위기가 잘 전달됩니다. 배경에는 야구장의 넓은 공간과 관객들이 앉아있는 모습이 보이며 일부 광고판이 노출되고 있습니다. 스타일은 스포츠 경기의 현장감과 역동성을 강조합니다. 색상은 유니폼과 구장의 파란색, 초록색, 그리고 광고판의 밝은 색상들이 조화를 이루고 있습니다. 이 이미지는 야구 경기의 중요한 순간을 포착한 장면으로 스포츠의 에너지와 활기찬 분위기를 잘 전달합니다.']",[True],"['This image is culturally distinct, particularly in the context of American sports culture, where baseball is often referred to as ""America’s pastime."" The visual markers of the game and the setting suggest a distinct American cultural experience.']","이 이미지는 야구 경기 중의 생동감 넘치는 장면을 beautifully 담고 있습니다. 사진 속에서 볼 수 있는 주인공은 투수와 타자가 대치하고 있는 모습입니다. 투수는 마운드에서 공을 던지는 찰나의 순간에 집중하고 있으며, 타자는 그 공을 치기 위해 최회를 준비하는 자세를 취하고 있습니다. 이러한 설정은 야구 경기의 가장 긴장감 넘치는 순간 가운데 하나로, 두 선수의 모습이 중앙에 위치하여 관중의 시선을 사로잡고 있습니다.  주목할 점은 타자의 뒤편에서 공을 받을 준비를 하고 있는 포수입니다. 포수는 타자와 투자 사이에 위치해 있으며, 그들의 상호작용과 경기의 긴장감을 더욱 고조시키는 역할을 하고 있습니다. 이 순간에 주 무엇보다도 중요한 객체인 야구공과 배트 역시 장면에서 중요한 비중을 차지하고 있습니다. 구장 내부에는 여러 가지 야구 관련 물체들이 배치되어 있어 활발한 경기 분위기를 조성하고 있습니다.  세부적으로 살펴보면, 선수들의 유니폼은 각 팀의 색깔과 디자인을 잘 표현하고 있으며, 야구공의 궤적은 매우 역동적으로 담겼습니다. 관객석에서는 팬들이 경기에 몰입하고 cheering하는 모습이 포착되어 있어, 그들의 에너지가 경기에 영향을 미치고 있는 것을 잘 나타냅니다. 배경에는 넓은 야구장의 공간과 관객들이 자리잡고 있으며, 경기장 내의 광고판도 일부 노출되고 있어 상업적인 요소가 균형을 이루고 있습니다.  이미지의 스타일은 스포츠 경기의 현장감과 역동성을 강조하며, 색상 또한 각 요소들 간의 조화가 뛰어납니다. 유니폼의 파란색과 초록색, 그리고 광고판의 밝은 색상들이 조화를 이루며 시각적으로 환상적인 효과를 만들어냅니다. 이 이미지는 야구 경기의 결정적인 순간을 포착한 것으로, 스포츠의 에너지와 활기찬 분위기를 매우 잘 전달하고 있습니다."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000085764.jpg,English,['1mcNOJRMTVeQ'],"[""This is a picture of a circular table with a bunch of food on it, a bunch of vegetables. The vegetables are mostly green. On the top of the table you have all these giant heads of lettuce, or what seem to be lettuce, maybe romaine lettuce. Center of the table you have more heads of lettuce and parsnips or radishes, rather. And the radishes are attached to green stems, it looks like. There's also some green onion or some kind of green vegetable below the radishes. And to the right of the table there are a bunch of radishes without the green attached to them. And they're sitting in some sort of receptacle. And then above that you have two square bowls with some sort of peppers inside of them, probably 40 peppers in each of them. Maybe they're shishito peppers or some other sort of pepper. And below... Below the table there's some sort of plastic which is containing something that you can't really see because the plastic is obstructing it.""]",[True],[nan],"This is a visually appealing image of a circular table that is abundantly adorned with a variety of food items, primarily consisting of an array of vegetables. The predominant colors are various shades of green, characteristic of fresh produce.   At the top section of the table, there are several large heads of lettuce, which appear to be romaine lettuce, known for their elongated leaves and crisp texture. These heads are arranged prominently, making them a focal point of the presentation.   Moving towards the center of the table, there is a mix of more heads of lettuce accompanied by an assortment of parsnips or possibly radishes. These radishes, which are visually striking with their vibrant red skin, still retain their green stems, indicating their freshness and the fact that they have not yet been fully processed for consumption. Just below the radishes, there seems to be another green vegetable, likely green onions or chives, contributing to the diverse array of produce available.  To the right side of the table, one can observe a collection of radishes that have been removed from their green tops, indicating they are ready for use or consumption. These radishes are presented in a receptacle, elegantly arranged to showcase their appeal.   Above this section, there are two square bowls, each containing a substantial number of peppers—estimated to be around forty peppers in total in each bowl. While the specific type is not definitively identifiable, they may be shishito peppers, commonly recognized for their mild heat and culinary versatility, or another variety of small peppers.  Lastly, beneath the table, there is a piece of plastic that is enclosing an unidentified object, although the details of its contents remain obscured due to the plastic barrier, leaving some mystery regarding what it holds. This arrangement not only highlights an abundance of fresh produce but also reflects careful consideration in the presentation of these vegetables."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000085764.jpg,Vietnamese,['1f3gkm4cgltX'],['hình chụp ở một cái bàn ở chính giữa một cái bàn gỗ màu nâu.trên cái bàn gỗ này có nhiều loại rau củ quả. có các loại rau xà lách và các củ màu đỏ.bên tay trái của cái bàn có một cái ghế cái ghế này có thăn để tay dài trên cái ghế có một số túi nylon màu trắng.bên tay cốc tay phải của cái bàn có một số túi nylon khác. các loại rau củ quả trên cái bàn này có màu xanh lá cây.tấm hình này chuột từ góc nhìn từ trên xuống.'],[False],[nan],"Hình ảnh được chụp từ góc nhìn từ trên xuống, cho thấy một cái bàn gỗ màu nâu đặt tại vị trí trung tâm. Trên bề mặt của cái bàn, có sự hiện diện của nhiều loại rau củ và quả khác nhau, bao gồm các loại rau xà lách tươi xanh mướt cùng với một số củ màu đỏ, tạo nên sự đa dạng và hấp dẫn về màu sắc.   Bên tay trái của bàn, có một cái ghế được trang bị tay vịn dài, trên ghế này được bày biện một số túi nylon màu trắng, có thể chứa thực phẩm hoặc vật dụng khác. Bên tay phải của bàn là một số túi nylon khác, bổ sung cho không khí của cảnh vật. Các loại rau củ và quả tại bàn chủ yếu có màu xanh lá cây, thể hiện sự tươi mới và sức sống của thực phẩm.   Toàn bộ bố cục của hình ảnh tạo nên một bầu không khí ấm cúng, phù hợp với các hoạt động chế biến thực phẩm hoặc buổi ăn uống thân thiện."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000086512.jpg,English,['1iOj0V5FYVTU'],"['So this appears to be an image of the All-Star Game in 2008 for the Major League Baseball League, MLB, happening in New York City. As you can see the words All-Star Game 2008 New York City in the background. There appears to be a camera crew filming and interviewing one of the players with number 20 on the back of his jersey. As well as in the background we can also see a number 17 shaking hands with a man in a suit. Almost all of the individuals have on these sort of baseball caps except the man, number 17, who is currently shaking the hand of one of the suited men. And yeah, it appears to be in some sort of stadium. In New York City. As we can make out the grass and also the dirt of the diamond.']",[True],['MLB baseball all star baseball game'],"This image captures a scene from the 2008 Major League Baseball (MLB) All-Star Game, which took place in New York City. Prominently displayed in the background are the words ""All-Star Game 2008 New York City,"" indicating the significance of the event. In the foreground, a camera crew can be seen actively filming and conducting an interview with one of the players, who is wearing the number 20 on his jersey.   In addition to the player being interviewed, there is a notable individual wearing the number 17, who is engaging in a handshake with a gentleman dressed in a suit, suggesting a formal introduction or an exchange typical in sports where business and sports personalities often intersect. The majority of individuals in the vicinity are sporting baseball caps, which is customary for fans and players alike during such games, enhancing the sports atmosphere of the event; however, the man in the suit and the player in number 17 stand out as they are not wearing these caps.   The setting appears to be a stadium, indicated by the visible elements of a baseball field, including the lush green grass and the distinctive dirt of the diamond. This provides a clear context that the All-Star Game, an annual exhibition game featuring the league's star players, is being hosted in a quintessential baseball environment, reflecting the excitement and grandeur of America's pastime in one of its iconic cities."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000086825.jpg,Chinese,['1jDhuOE08nsc'],['这张图片第一眼看上去像是一场棒球比赛的过程中有三个比较醒目的人一个是拿着球棒准备踢球戴着头套的棒球手还有一个是蹲在右下角戴着头盔感觉是他的队友然后画面左上角有一个蹲着的白衣服的人感觉也是这个队伍的人除此之外护栏后面还坐着很多的观众护栏上有一个US Bank的文字应该是赞助商所以这场比赛很有可能发生在美国其他的细节的话感觉棒球手正在准备要踢球所以所有人的视线都在他身上背景里面的人穿着五颜六色的衣服黑压压的一片没有明显的退伍的标志整体的感觉就像是一场棒球比赛充得观众或者说专业的摄影师从他们的角度拍下来照'],[False],[nan],这张图片初看之下，令人联想到一场激烈的棒球比赛。在画面中央，有三位显眼的人物。首先，一位身穿球衣、准备挥动球棒的棒球手，头上戴着头套，展现出他专注的神态，似乎正准备迎接投手的挑战。其次，在右下角，有一位戴着头盔的队员，蹲伏在那里，给人一种他是棒球手队友的感觉，为即将发生的击球做好准备。画面左上方，则是一位身穿白色服装的人物，同样也呈现出蹲姿，进一步加强了现场的团队氛围，看起来也可能是这个团队的一员。  除了这些主要人物，隐约可见护栏后面坐着众多观众，他们的涌入为赛事增添了热烈的气氛。护栏上清晰地印着“US Bank”的字样，意味着这场比赛很可能受到了美国一家银行的赞助，显示出其商业运作的专业性与普及性。  从整幅画面来看，棒球手正在紧张地准备击球，吸引了在场所有人的目光。背景处，观众们身着五颜六色的衣服，尽显热情，整齐而密集，形成了一片黑压压的人群，虽然没有明显的退伍标志，但依然让人感受到现场的热烈与兴奋。这种场景只会出现在棒球比赛这样的运动赛事中，给人一种专业摄影师捕捉到的动态瞬间的感觉，生动地展示了比赛带来的紧张与激动。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000086825.jpg,Russian,['15ZtsvFPeSuh'],"['Тут мы видим, как люди играют в бейсбол. Тут сейчас кто-то будет бить мяч. Он готовится явно. У него на своей майке написано номер 8. Его фамилия Браун. Его однокомандник стоит недалеко. В белом костюме тоже, так же, как этот. Готов ловить мячик человек. В фиолетовом костюме видим еще знак. US Bank прямо перед нами. В этом поле. И много-много народу сидят и готовы смотреть. Много зрителей. Видно тут, что довольно тепло на улице. Судя по всему, из-за того, что у многих короткие рукава. И само бейсбольное поле обыкновенное. Тут зеленая трава. Оранжевый песок. Белые линии. Больше ничего необыкновенного. Тут не было.']",[False],[nan],"На данном снимке изображены люди, играющие в бейсбол. Мы видим, как один из игроков готовится к удару по мячу. Он явно сосредоточен и обладает серьезным намерением исполнить хорошо свой прием. На его майке выделяется номер 8, а фамилия игрока — Браун. Он находится в окружении товарища по команде, который стоит неподалеку. Этот товарищ одет в белый бейсбольный костюм, похожий на тот, что на Брауне, и готов принимать мяч. На поле также присутствует человек в фиолетовом костюме, у которого видно логотип US Bank, размещенный прямо перед нами.   На трибунах можно заметить множество зрителей, которые пришли насладиться матчем. В воздухе ощущается атмосфера ожидания, так как многие из них, судя по их одежде, одеты в майки с короткими рукавами, что указывает на теплую солнечную погоду. Само бейсбольное поле выглядит довольно стандартно — с ярко-зеленой травой, оранжевым песком и белыми линиями, очерчивающими базу и другие важные элементы. Больше никаких необычных деталей на месте не наблюдается, что придает общему виду сцены традиционное и уютное впечатление."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000086907.jpg,Chinese,['1fUBbIkIfGgy'],['整个图片第一的感觉就是一幅人物以及物品很多的一张图然后这张图展示了一个类似于家庭聚餐或者是好友聚餐的一个场景整体是一个巨大的木桌在户外的一个木桌两边都坐了若干的人然后它左边和右边的人物基本上都看向了镜头然后有几个人物会举起手中的杯子整个木桌上摆放了几个飞盘然后还有杯中装着类似于酒或者是隔着饮料的应该是啤酒的饮品还有一个蓝色的保温袋还有一只棕色的狗然后整体的背景颜色是偏明亮的然后偏自然风光的后面围绕着一圈木栅栏再往后是一个类似于公园的场景后面有若干绿色的树木'],[True],[nan],整幅图片展现了一个热闹的聚会场景，给人一种家庭聚餐或朋友聚会的欢快氛围。画面的焦点是一张巨大的木桌，摆放在户外环境中，周围坐着许多人。这些人物的情绪显得愉悦，左侧和右侧的人们大多朝向镜头，显得十分友好与开放。有几位朋友正高举手中的酒杯，似乎在庆祝或干杯，气氛非常热烈。  木桌上摆放着多个飞盘，显示出一些休闲活动的痕迹，另外还有许多酒杯，杯中盛着饮料，可能包括啤酒，给人一种轻松的聚会氛围。此外，还有一个蓝色的保温袋，可能装有食物或饮料，增添了聚会的实用性。在场景中，活泼的一只棕色狗也在陪伴着人们，增添了一份生动和可爱的气息。  背景则是一个明亮而自然的景观，周围被一圈木栅栏围绕，后方则可以看到类似公园的场景，绿树成荫，展现出一片生机勃勃的自然环境。这种明亮的色调和自然的气氛，使得整个画面显得轻松愉悦，适合朋友之间的聚会和分享欢乐时光。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000087064.jpg,Chinese,['1hfuFtV3Ut5e'],['这张图上面有很多的蔬菜它是在一个菜市场桌子里然后上面有一朵西兰花有一把的葱有几根胡萝卜有一把菠菜一把另外的生菜还有一二三四五六七八九十十几个的土豆红色的土豆然后这些蔬菜都会放在一个桌子上这些蔬菜都堆在一起然后图上没有任何别的文字这些蔬菜被放在桌子上是蓝色的然后应该是放在一块蓝色的板子上然后板子被放在一个木桌上背景就是那块蓝色的板子被放在木桌上这个颜色很鲜艳因为蔬菜的颜色都很鲜艳土豆的红色和另外蔬菜土豆和胡萝卜的红色和另外蔬菜的绿色形成了很鲜明的对比'],[False],[nan],这张图展示了一个热闹的菜市场场景，桌子上摊放着丰富多样的新鲜蔬菜。中央有一朵鲜嫩的西兰花，旁边是一把青葱，接着是几根橙色的胡萝卜，以及一把深绿色的菠菜。除此之外，还有另一把生菜，以及一堆土豆，颜色呈红色。总共能看到十几个土豆，并且它们的颜色在蔬菜的色彩中显得十分醒目。  这些蔬菜彼此堆叠在一起，形成了一个色彩斑斓的视觉效果。图中没有任何文字，这让观者可以直接关注到蔬菜本身的美丽与新鲜。所有的蔬菜都被放置在一块蓝色的台面上，蓝色的板子为整体画面增添了一抹亮眼的色彩，同时也与木色的桌面形成对比。木桌的原色与蔬菜的鲜艳色彩，特别是红色的土豆和胡萝卜与生菜的绿色形成了鲜明的对比，进一步突显了这些新鲜蔬菜的诱人魅力。整个场景色彩丰富，令人感受到新鲜和活力。
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000087064.jpg,English,['1iexlzWTY8lx'],"[' This is an image of a lot of vegetables. There are several vegetables that are placed on a blue cloth. There are several vegetables, including radishes, that are on the right side. There are several radishes, probably about ten in quantity. Next are a bunch of carrots. These carrots have leaves attached to the top part. Next, there are a bunch of green onions. These green onions have white ends that connect to the roots. Finally, there is a large head of broccoli, where the head of the broccoli is facing towards the bottom part of the picture. On the top left side, there are lots of green leaves that indicate some sort of leafy green vegetable, such as lettuce.']",[False],[nan],"This image showcases an abundance of fresh vegetables arranged neatly on a blue cloth, creating a vibrant and appealing display. To the right side of the cloth, there are several radishes, approximately ten in total, notable for their bright red skin and leafy tops. Just adjacent to the radishes, there is a bunch of carrots, each boasting their green leafy tops that sprout from the upper part of the carrots, highlighting their freshness. Following the carrots, a cluster of green onions is present, characterized by their long green stalks and the white ends that taper down to the roots, giving a crisp and inviting appearance. Dominating the center of the arrangement is a large head of broccoli, positioned such that its florets are oriented downward toward the lower part of the image. In the top left corner, an assortment of leafy greens can be seen, likely a type of lettuce, their vibrant green leaves adding to the overall fresh aesthetic of the display."
