image_link,question,answer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594274553469_0.jpg,What do the cranes symbolize in Korean culture?,good fortune and longevity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594274553469_0.jpg,What color is the pouch traditionally made from?,vibrant red fabric
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594274726381_0.jpg,What is the name of the traditional Korean dish depicted?,Naengmyeon
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594274726381_0.jpg,What style of Naengmyeon is shown in this photo?,Pyongyang-style
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594274726381_0.jpg,What type of bowl is Naengmyeon traditionally served in?,stainless steel bowl
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594275055702_0.jpg,What natural feature is prominently restored in Cheonggyecheon?,an artificial stream
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594275055702_0.jpg,What unique historical change occurred to Cheonggyecheon?,covered and repurposed as a roadway
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594275055702_0.jpg,What type of cultural environment does Cheonggyecheon provide?,eco-friendly relaxation space
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594276207311_0.jpg,What traditional uniforms do the athletes wear?,white taekwondo uniforms
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594276207311_0.jpg,What colors are the protective gear of the competitors?,red and blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594276207311_0.jpg,What cultural heritage does taekwondo represent?,Korean tradition
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594276407374_0.jpg,What traditional cooking vessel is prominently featured?,stone pot
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594276407374_0.jpg,What substance indicates the pot is serving a warm dish?,water or scorched rice
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594276407374_0.jpg,What is typically underneath the stone pot when served?,a plate
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594276973714_0.jpg,What is the upper left hanbok's color and accent design?,Light olive green with red ribbon
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594276973714_0.jpg,What traditional male attire does the upper right hanbok resemble?,Durumagi
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594276973714_0.jpg,What color skirt does the lower right hanbok feature?,Blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277202389_0.jpg,In which country is KakaoTalk a popular messaging app?,South Korea
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277202389_0.jpg,What is the color scheme of the KakaoTalk icon?,yellow and black
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277202389_0.jpg,What word is prominently displayed inside the speech bubble?,"""Talk"""
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277304650_0.jpg,What phrase is emphasized in the promotional display?,"""Fold Flip Side"""
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277304650_0.jpg,Which innovative smartphone series features a dual-fold capability?,Galaxy Z Fold series
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277332487_0.jpg,What is the cultural significance of kite flying mentioned in the caption?,Bringing good fortune
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277332487_0.jpg,During which holidays is kite flying traditionally celebrated in Korea?,Lunar New Year and Full Moon Festival
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277397458_0.jpg,What playful pattern does the first artist's skirt feature?,sac pattern
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277397458_0.jpg,What luxurious detail is included in the fourth artist's dress?,fur accents
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277706023_0.jpg,What specific ingredient gives gimbap its distinctive yellow color?,pickled radish
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277706023_0.jpg,What does gimbap typically evoke in Korean culture?,cherished memories
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277770691_0.jpg,What is the name of the subway station shown in Hangul?,광화문
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277770691_0.jpg,What line color is associated with Gwanghwamun Station?,purple
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277770691_0.jpg,Which significant cultural site is near Gwanghwamun Station?,Gwanghwamun Plaza
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277859406_0.jpg,What unique accessory is PSY wearing around his neck?,a loosely tied bow tie
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277859406_0.jpg,What pose is PSY striking with his fingers?,a V pose
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277884410_0.jpg,What is the name of the traditional Korean dish depicted in the image?,kimchi fried rice
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277884410_0.jpg,What chili powder is specifically mentioned as part of kimchi fried rice?,gochugaru
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594277884410_0.jpg,What additional seafood ingredient is mentioned on top of the egg?,crab
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278179712_0.jpg,What destination does the bus service indicate it is heading to?,Cheolsan-dong
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278179712_0.jpg,What unique design characteristic is noted between the two buses?,different design styles
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278179712_0.jpg,What vintage element reinforces the nostalgic feel of the scene?,an older car
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278718032_0.jpg,What is the name of the comforting soup made from ox bones?,Seolleongtang
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278718032_0.jpg,What traditional Korean side dish accompanies seolleongtang?,Kkakdugi
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278718032_0.jpg,What type of paste is served for dipping with the meal?,Doenjang
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278847791_0.jpg,What traditional Korean game is depicted?,Yutnori
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278847791_0.jpg,What cultural symbol is featured on the game board?,Taeguk pattern
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278847791_0.jpg,During which holiday is Yutnori commonly played?,Seollal
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278860418_0.jpg,What is the traditional Korean headpiece called?,gache
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278860418_0.jpg,What do the round pearl shapes represent in the headpiece?,glamour and elegance
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594278860418_0.jpg,What ceremony is this headpiece traditionally worn for?,weddings
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594279648038_0.jpg,What is the name of the building featured in the photo?,Blue House or Cheong Wa Dae
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594279648038_0.jpg,What color are the distinctive tiles of the Blue House's roof?,light turquoise
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594279648038_0.jpg,What traditional architectural style does the Blue House represent?,Joseon Dynasty palace styles
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667054272004947_0.jpg,What season can be inferred from the trees in the background?,autumn
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667054272004947_0.jpg,What distinguishes the cyclists' jerseys in the race?,variety of colors
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667054272004947_0.jpg,What type of vehicles indicate the race's urban setting?,everyday cars
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667054273712302_0.jpg,What festival highlights the use of bright powders?,Holi festival
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667054273712302_0.jpg,What distinct architectural feature does the tall building have?,shikhara towers
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064271273078_0.jpg,What type of trees contribute to the tropical ambiance?,palm trees
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064271273078_0.jpg,What is the primary color of the stone arch?,brown stone
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064271273078_0.jpg,What type of street lies in front of the structure?,stone-paved street
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064271675593_0.jpg,What unique roadway structure spans over water?,circular roundabout
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064271675593_0.jpg,What natural feature slopes into the roundabout?,the water
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064273809917_0.jpg,What decorative elements are on the bag's design?,black gate with yellow elements
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064273809917_0.jpg,What color is the horse in the design?,vibrant red
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064273809917_0.jpg,What color are the rider's pants?,yellow
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064277334387_0.jpg,What language is the text on the fuel pump?,Spanish
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064277334387_0.jpg,What does the warning sign read?,danger
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064277334387_0.jpg,What are the red bags potentially used for?,storage or transportation
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064277708947_0.jpg,Who is the soccer player represented by the figurine?,Obdulio Varela
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064277708947_0.jpg,What color is the shirt of the figurine?,light blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064279994236_0.jpg,What traditional breakfast items are on her plate?,"scrambled eggs, ham, fries"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064279994236_0.jpg,What type of wine is she likely drinking?,white wine
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064279994236_0.jpg,What modern accessory is she using while dining?,headphones
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667074272055765_0.jpg,What kind of motif is present on the building?,religious motif
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667074272055765_0.jpg,What type of structure is suggested to hold spiritual significance?,a shrine or monument
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667074272055765_0.jpg,What features indicate a harmonious relationship between nature and architecture?,flowers and herbs
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667074273272202_0.jpg,What historical period is reflected in the artwork surrounding the statue?,Renaissance or earlier
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667074273272202_0.jpg,What type of armor is the man wearing?,battle armor
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667074273272202_0.jpg,What is the environmental contrast highlighted in the scene?,historical art and modern architecture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738814278224643_0.jpg,What flower color symbolizes joy and new beginnings?,yellow flowers
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738814278224643_0.jpg,What figure's portrait is present in the background?,the Virgin Mary
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738814278224643_0.jpg,What does the purple shirt signify?,dignity and spirituality
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738824279470899_0.jpg,What colorful dessert is the focal point of the meal?,popsicle-like dessert
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738824279470899_0.jpg,What unique topping suggests spiciness on the popsicle?,a striking dash of red
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738824279470899_0.jpg,What type of sauces are presented alongside the popsicle?,variety of sauces
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834273710820_0.jpg,What architectural landmark does the statue resemble?,Leaning Tower of Pisa
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834273710820_0.jpg,What symbolic elements are depicted at the base of the statue?,two women
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834275126080_0.jpg,What traditional Mexican wrestling is associated with this event?,lucha libre
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834275126080_0.jpg,What anniversary is being celebrated at this lucha libre event?,CMLL ANNIVERSARY
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834276092132_0.jpg,What two historical figures are inscribed on the circles?,Copernicus and Ptolemy
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834276092132_0.jpg,What is depicted in the bottom right corner of the artwork?,a horse
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834276092132_0.jpg,What type of site is illustrated at the bottom of the artwork?,a religious site
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834276897870_0.jpg,What is the role of the observer present in the scene?,umpire or coach
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834276897870_0.jpg,What does the sign displaying 'TV4' imply?,it may be broadcasted
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834276949871_0.jpg,What traditional attire is worn by some spectators in the crowd?,horse caps
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834276949871_0.jpg,"What color is the matador's clothing, and what does it symbolize?","black, dramatic tension"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834276949871_0.jpg,What colors are the local football team's shirts worn by spectators?,blue and white
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834279096391_0.jpg,What activity is central to this celebration?,hitting a piñata
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834279096391_0.jpg,What cultural background is the piñata associated with?,Mexican culture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738834279096391_0.jpg,What are the colors of the piñata's clothing?,"black shirt, red pants"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844272571208_0.jpg,What color is the large rock in the foreground?,brown
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844272571208_0.jpg,What type of lake is featured in the scene?,serene blue lake
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844272571208_0.jpg,What mountains are described with shikhara features?,towering mountains
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844274169374_0.jpg,What color hue is the river described as?,green-blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844274169374_0.jpg,What type of terrain is indicated by the mountains' brownish hue?,rocky terrain
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844274169374_0.jpg,What natural elements are found at the bases of the mountains?,patches of grass and clusters of trees
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844274276543_0.jpg,What thematic gesture does the figure on the horse make?,a commanding gesture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844274276543_0.jpg,What features of the building indicate its significance?,multiple domes and statues
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844276655396_0.jpg,What unique fruit adds curiosity to the display?,a yellow fruit
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844276655396_0.jpg,What staple ingredient is particularly highlighted for Mexican cuisine?,avocados
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844276655396_0.jpg,Which type of red fruit is described as being embedded with seeds?,small red fruit
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844279489203_0.jpg,What does the sign above the bins say in Spanish?,"""Clean the Park"""
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738844279489203_0.jpg,What distinctive feature does the animal have?,"a long, furry tail"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738854279920943_0.jpg,What cultural influence does the architecture suggest?,Latin American vibe
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865738854279920943_0.jpg,What type of vehicle is prominently parked on the street?,Mercedes Benz
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763624272546329_0.jpg,What colors are the Chilean flags displayed in the market?,"blue, white, and red"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763624272546329_0.jpg,What does the greenery in the scene add to the environment?,natural beauty
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763624272689576_0.jpg,What type of uniform do the girls wear?,formal school uniform
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763624272689576_0.jpg,What color are the girls' sweaters?,dark blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763624272689576_0.jpg,What indicates that one girl is listening to music?,headphones
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763624276328465_0.jpg,What symbols on the wall represent deep affection and emotional attachment?,heart-shaped items
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763624276328465_0.jpg,What do the small blue houses at the bottom likely hold?,lights
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763624277225916_0.jpg,What brand is associated with this milk packaging?,Colun
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763624277225916_0.jpg,What type of cows are mentioned as being grass-fed?,Chilean cows
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763624278793741_0.jpg,What traditional clothing does the man wear that suggests rugged style?,cowboy hat and riding boots
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763624278793741_0.jpg,What kind of shoes is the woman wearing that adds sophistication to her dance?,high heels
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763634271112154_0.jpg,What seals are illustrated on the label?,illustration of seals
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763634271112154_0.jpg,What cultural values does the brand emphasize?,environmental sustainability and animal welfare
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763634274323742_0.jpg,What unique feature does the prominent rock have?,a substantial hole
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763634274323742_0.jpg,What creates white foam on the ocean surface?,gentle waves lapping
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763634278315141_0.jpg,What type of fish dish is likely featured on the white plate?,tuna
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763634278315141_0.jpg,What bright yellow dish is likely served on the black plate?,soufflé
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763634278315141_0.jpg,What garnishes are used with the fish dish?,green plants or vegetables
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763644275213874_0.jpg,What unique topping is added to the hot dog?,guacamole
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865763644275213874_0.jpg,What type of bun is used for this hot dog?,elongated bun
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865906684273853254_0.jpg,What city is indicated by the unique spelling at the top of the building?,Havana
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865906684273853254_0.jpg,What era does the architecture surrounding the statue represent?,early 1900s
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865906684273853254_0.jpg,What type of structure enhances the historical ambience of the scene?,columns
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865906694272932443_0.jpg,What does the 'YPF' acronym suggest about the building?,an organization or facility
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865906694272932443_0.jpg,What natural feature is likely frozen and observed below the mountainous backdrop?,a lake
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865906694272932443_0.jpg,What symbol represents the harsh realities of winter in this landscape?,a solitary tree
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865906694275223095_0.jpg,What vibrant colors are prominently featured in the body of water?,blue undertones
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865906694275223095_0.jpg,What geological feature surrounds the water on one side?,rugged rocks and lush trees
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865906694275223095_0.jpg,What type of mountains extend into the horizon?,brown mountains with greenery
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865906694277017732_0.jpg,What type of cake is indicated by the three types of milk?,tres leches cake
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865906694277017732_0.jpg,What spice mix is famous in Latin cuisine mentioned in the description?,adobo seasoning
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926944277554121_0.jpg,What does the acronym 'M.A.A.S.' stand for?,Anthropological and Contemporary Art Museum
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926944277554121_0.jpg,What kind of artistic installation is seen in the distance?,bold color installation
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926944277554121_0.jpg,What tropical plants embellish the walking area?,palm trees
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926944279878517_0.jpg,What type of shorts is the man wearing?,gray boxer-style shorts
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926944279878517_0.jpg,What is the man manipulating in his hands?,leaves and a stick
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926944279878517_0.jpg,What feature of the trees indicates specific species or environmental factors?,gray bark
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926954272648432_0.jpg,What types of items does the elderly woman sell?,"corn, seeds, and nuts"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926954272648432_0.jpg,What traditional setting reflects the essence of market life?,a bustling marketplace
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926954273506418_0.jpg,What significant traditional attire are the ground attendees wearing?,gentleman's clothing
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926954273506418_0.jpg,What type of caps are the men wearing that is common in equestrian circles?,horse caps
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926954273506418_0.jpg,What type of riding environment does the backdrop suggest?,a sandy arena
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926954274740290_0.jpg,What type of plantains are served with the fried fish?,tostones
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926954274740290_0.jpg,What indicates the fish has been well-cooked?,golden brown exterior
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926964279103622_0.jpg,What significant figures are depicted in the large photographs?,individuals expressing anger
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865926964279103622_0.jpg,What architectural feature contributes to the church's grandeur?,prominent domes
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940574279808603_0.jpg,What is the architectural significance of the building described?,historical value
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940574279808603_0.jpg,What materials were predominantly used in the construction?,stone
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940574279808603_0.jpg,What type of silhouette does the building have?,vertical silhouette
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940584279008958_0.jpg,What is the prominent color of the base in the image?,yellow
