id,language,culturally_distinct,cultural_distinction_explanation,vocaroo_link,image_link,transcription,selected_other_languages,translation,Goodness
11A4Ownzg99e,Korean,TRUE,It captures a traditional Korean ssireum wrestling match.,https://voca.ro/11A4Ownzg99e,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594272320972_0.jpg," 이 사진은 한국의 전통 씨름 경기를 담고 있다. 두 명의 씨름 선수가 모래판 위에서 힘을 겨루고 있으며, 한 선수가 상대를 들어올려 넘기려는 순간이 포착된 사진이다. 선수들은 전통적인 씨름 복장인 푸른색 바지를 입고 붉은 샅바를 착용하고 있으며, 경기는 많은 관중이 지켜보는 가운데 진행되고 있는 모습이다. 주변에는 흥미롭게 지켜보는 아이들과 어른들이 모여있고, 일부 관중은 사진을 찍으면서 이 순간을 기록하고 있는 모습도 보여지고 있다. 뒤편에는 한옥 건물과 하얀 천막이 설치된 모습이 보여지고 있으며, 전통적인 행사나 축제의 일환으로 씨름 경기가 열리고 있음을, 잘 알 수가 있다. 씨름은 한국의 대표적인 전통 스포츠로서 예로부터 민속놀이로 즐겨왔고, 현대에는 대회나 행사에서 자주 볼 수 있는 장면이다. 이 장면은 한국의 독특한 스포츠 문화와 전통적인 경기에 역동성을 잘 보여주는 순간이라고 할 수 있다.",FALSE,"This photo captures a traditional Korean wrestling match. Two wrestlers are competing on a sand mat, and the moment is captured where one wrestler is trying to lift and overturn their opponent. The athletes are wearing traditional wrestling attire, consisting of blue pants and a red sash, and the match is taking place in front of a large audience. Around them, children and adults are gathered, watching intently, and some spectators are taking pictures to document the moment. In the background, traditional Korean houses and a white tent can be seen, indicating that the wrestling match is part of a cultural event or festival. Wrestling, known as 'ssireum' in Korea, is a representative traditional sport that has been enjoyed as a folk game since ancient times and is often seen in competitions or events today. This scene is a striking representation of Korea's unique sports culture and the dynamism of traditional competitions.",
1gdtNtLEi8xs,Korean,TRUE,It shows kimjang that is the traditional Korean practice of making large quantities of kimchi for the winter.,https://voca.ro/1gdtNtLEi8xs,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743584271609196_0.jpg, 이 사진은 한국의 전통적인 김장 문화를 보여주는 장면이다 여러 명의 사람들이 커다란 나무 테이블 위에서 배추의 양념을 버무리고 있다 이 사람들은 모두 흰색 앞치마를 두르고 있으며 손에는 분홍색 고무장갑을 착용해서 위생을 유지하면서 김치를 만들고 있는 모습으로 보이고 있다 가운데에는 양념이 골고루 묻은 배추가 산처럼 쌓여 있으며 바닥에는 양념이 흩뿌려져 있어서 작업의 열기가 느껴지는 것으로 보인다 김장은 한국에서 겨울을 대비해서 많은 양의 김치를 한꺼번에 담그는 전통적인 행사로서 가족과 이웃이 함께 모여 협력하는 중요한 문화적인 의미를 가지고 있다 이처럼 김장은 단순한 음식 준비를 넘어서 공동체 정신을 반영하는 대표적인 한국 문화 중 하나라고 할 수 있다,FALSE,"This photo depicts a traditional Korean kimjang culture scene. Several people are mixing the seasoning for napa cabbage on a large wooden table. They are all wearing white aprons and have pink rubber gloves on their hands, maintaining hygiene while preparing kimchi. In the center, there is a mountain of napa cabbage evenly coated with seasoning, and seasoning is scattered on the floor, suggesting the intensity of the work. Kimjang is a traditional event in Korea where a large quantity of kimchi is prepared at once to prepare for winter, and it holds significant cultural meaning as families and neighbors come together to collaborate. Thus, kimjang can be described as one of the representative Korean cultures that reflect community spirit beyond just food preparation.",
1eRtepkxcmoJ,Korean,TRUE,The photo describes a traditional Jangdokdae which is deeply associated with the fermented food traditions.,https://voca.ro/1eRtepkxcmoJ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743574276256813_0.jpg, 이 사진은 한국의 전통적인 음식 저장 문화인 장독대를 보여준다 장독대는 괘장 간장 고추장 김치 등의 발효 음식을 저장하는 옹기 항아리를 보관하는 공간으로 한국의 가정이나 전통 가옥에서 흔히 볼 수 있다 옹기는 숨쉬는 항아리라고 불릴 정도로 공기가 자연스럽게 통하면서도 습도를 조절해 음식이 오랜 시간 자연 발효될 수 있도록 돕는다 이 사진 속 장독대에는 다양한 크기의 옹기들이 놓여 있으며 항아리 뚜껑이 일부 덮여 있거나 열려 있는 모습에서 실제로 사용되고 있음을 알 수 있다 주변에는 전통 한옥의 기와와 자연 속 정원이 어우러져 한국의 옛 생활 방식을 엿볼 수 있는 분위기를 자아낸다 장독대는 단순한 저장 공간이 아니라 자연과 조화를 이루며 음식 문화를 유지해온 한국인의 지혜를 상징한다 현대에 와서도 일부 가정과 전통 한식당에서는 이 방식을 유지하며 깊고 진한 맛을 내기 위해 옹기 발효를 고집하는 경우가 많다 따라서 이 사진은 한국 고유의 음식 문화와 생활 방식을 유지하는 것이다 이 사진은 한국 고유의 음식 문화와 생활 방식을 담고 있는 매우 독특한 문화적 정체성을 지닌 이미지라고 할 수 있다,FALSE,"This photo shows the traditional Korean food storage culture known as jangdokdae. Jangdokdae is a space where earthenware jars are kept to store fermented foods like soy sauce, gochujang, and kimchi. It is commonly found in Korean households or traditional homes. The earthenware jars are referred to as ""breathing jars"" because they naturally allow air to flow while also regulating humidity, helping food to ferment naturally over a long period. In this photo, various sizes of earthenware jars are placed in the jangdokdae, some of which have their lids partially covered or open, indicating that they are still actively used. Surrounding it, the tiles of a traditional hanok and the natural garden create an atmosphere that provides a glimpse into the old ways of Korean life. The jangdokdae is not just a simple storage space; it symbolizes the wisdom of Koreans who have maintained their food culture in harmony with nature. Even in modern times, some households and traditional Korean restaurants continue to uphold this practice, often insisting on earthenware fermentation to achieve deep and rich flavors. Therefore, this photo represents the preservation of Korea's unique food culture and lifestyle. It can be described as an image with a very distinct cultural identity that embodies Korea's unique culinary culture and way of life.",
1me4SYM2139Z,Korean,TRUE,It depicts Jesa-sang which is an important part of traditional Korean Confucian rituals.,https://voca.ro/1me4SYM2139Z,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743584273985050_0.jpg," 이 사진은 한국의 전통적인 제사상을 담고 있다 제사상은 조상을 기리는 의식에서 중요한 역할을 하며 다양한 음식이 정성스럽게 차려진다 사진 속에는 사과, 배, 귤, 바나나, 포도, 수박, 전, 고기, 나물, 생선 등 육포, 떡 등이 가지런히 놓여 있다 특히 수박이 반으로 잘려져 있으며 이는 대체로 이 제사상 차림에서 흔히 볼 수 있는 모습이다 사진 뒤편에는 한자로 쓰인 병품과 고문서가 놓여 있어서 전통적인 분위기를 더하고 있다 양쪽에는 촛대가 세워져 있으며 이는 조상의 혼을 맞이하는 의미를 가지고 있다 이러한 제사 문화는 한국의 유교적 전통과 가족 중심의 가치이다 이 시관을 반영하며 현재까지도 명절이나 기일에 계속해서 이어지고 있는 풍습이라고 할 수 있다",FALSE,"This photo depicts a traditional Korean ritual table. The ritual table plays an important role in the ceremony that honors ancestors, featuring various foods arranged with care. In the picture, there are neatly placed apples, pears, tangerines, bananas, grapes, watermelon, pancakes, meat, vegetables, fish, beef jerky, and rice cakes, among others. Notably, the watermelon is cut in half, a common sight on such ritual tables. In the background, there are historical documents and items written in Chinese characters, enhancing the traditional atmosphere. On both sides, candle holders are positioned, symbolizing the welcoming of the ancestors' spirits. This ritual culture reflects Korea's Confucian traditions and family-centered values, and it is a custom that continues to this day during holidays and commemorative days.",
1757fUUpdVuO,Korean,FALSE,nan,https://voca.ro/1757fUUpdVuO,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743584275483473_0.jpg, 이 사진은 한국의 한 공원이나 조각공원에서 촬영된 것으로 보인다. 가을의 정취가 물씬 풍기는 풍경 속에서 잔디밭 위에 서 있는 독특한 조형물이 돋보이고 있다. 조형물은 인간 형상을 한 금속 재질의 조각으로 마치 하늘을 올려다보며 깊은 생각에 잠긴 듯한 모습을 하고 있다. 햇빛을 받아서 반짝이는 표면과 길게 드리운 그림자가 조각의 존재감을 더욱 강조하게 한다. 사진의 배경에는 다리와 도로 그리고 산으로 둘러싸인 자연이 자리하고 있다. 우창한 숲에는 가을의 색채를 담아 붉은 빛과 갈색이 조화를 이루고 있으며 일부 나무는 잎이 거의 떨어져서 겨울의 문턱에 들어선듯한 느낌을 주고 있다. 파란 하늘과 어우러진 풍경은 평온하면서도 깊이 있는 분위기를 자아내고 있다. 이 장면은 자연과 예술이 공존하고 있는 한국의 문화적 공간을 잘 보여주고 있으며 도심을 벗어나서 휴식과 사색의 장소로서의 가치를 지닌 것임을 암시하고 있다. 이 장면은 자연과 예술이 공존하고 있는 한국의 문화적 공간을 잘 보여주고 있으며,FALSE,"This photo appears to have been taken in a park or sculpture park in Korea. In a landscape rich with the essence of autumn, a unique sculpture standing on the lawn stands out. The sculpture is a metallic work resembling a human figure, seemingly lost in deep thought as it gazes up at the sky. The reflective surface, glistening in the sunlight, and the long shadow it casts further emphasize the sculpture's presence. In the background of the photo, nature is surrounded by a bridge, a road, and mountains. The lush forest is imbued with the colors of autumn, harmonizing reds and browns, while some trees have nearly shed their leaves, suggesting the approach of winter. The scenery, blended with the blue sky, evokes a tranquil yet profound atmosphere. This scene effectively illustrates a cultural space in Korea where nature and art coexist, hinting at its value as a place for rest and contemplation outside the urban environment. This scene beautifully represents a cultural space in Korea where nature and art coexist.",
18npFHCOZwuU,Korean,TRUE,It shows green tea based beverages and a dessert from Osulloc which is a well-known South Korean tea brand.,https://voca.ro/18npFHCOZwuU,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743574279155104_0.jpg, 이 사진은 한국적인 요소가 돋보이는 장면으로 전통적인 녹차 문화를 현대적인 카페 스타일로 즐기는 모습을 담고 있다 사진 속에는 오설록 이라는 한국의 유명한 차 브랜드의 트레이가 보이며 그 위에는 녹차를 활용한 다양한 디저트와 음료가 놓여 있다 먼저 두 개의 컵에는 각각 아이스 마차 라떼가 담겨 있으며 한쪽은 거품 위에 진한 녹차 가루가 듬뿍 뿌려져 있어서 더욱 진한 녹차 풍미를 느낄 수 있도록 했다 또한 옆에 놓인 조각 케이크 역시 진한 녹차 색을 띄고 있으며 브랜드 네임 오설록이 적힌 초콜릿 장식이 올려져 있다 오설록은 한국인입니다 한국 제주도의 녹차 문화를 기반으로 한 브랜드로 전통적인 차 문화를 현대적으로 해석하여 다양한 디저트와 음료를 제공하고 있다 이와 같은 이미지 속 녹차 디저트와 음료는 한국 뿐만 아니라 해외에서도 점점 인기를 얻고 있는 K-디저트 문화의 대표적인 예시라고도 볼 수 있다,FALSE,"This photo features a scene that highlights Korean elements, capturing the experience of enjoying traditional green tea culture in a modern cafe style. In the image, a tray from a famous Korean tea brand called Osulloc is visible, adorned with various desserts and beverages made from green tea. Firstly, two cups contain matcha lattes, one of which is generously topped with rich green tea powder to enhance the green tea flavor. Additionally, a slice of cake placed beside them also exhibits a deep green tea color, topped with a chocolate decoration bearing the brand name Osulloc. Osulloc is a brand based on the green tea culture of Jeju Island, Korea, that offers a modern interpretation of traditional tea culture through a variety of desserts and beverages. The green tea desserts and drinks depicted in this image can be seen as representative examples of the K-dessert culture, which is gaining popularity not only in Korea but also abroad.",
12VmKafAfmhS,Korean,FALSE,nan,https://voca.ro/12VmKafAfmhS,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Korean_images/culture_and-2290-94.jpg, 이 사진은 항공뷰로 어떠한 한옥을 찍은 것으로 보입니다. 제일 왼쪽에 보면 입구 게이트가 보이고 그 게이트를 통해서 들어가면 별채가 총 두 개가 있다는 것을 볼 수가 있습니다. 한옥답게 지붕은 기아로 되어 있고 그 밑에는 나무로 지어진 것을 볼 수가 있네요. 그리고 게이트 밖으로 나오면 어떠한 연못 같은 곳이 있다는 것을 볼 수가 있습니다. 한옥 내 길은 모두 돌이 깔려져 있고 그 뒤편이나 주위에는 나무풀하고 숯풀들이 잘 관리되어 있는 모습입니다. 한옥 뒤편으로는 어떠한 언덕이 있어서 언덕을 등지고 있는 한옥이라고 생각이 듭니다. 한옥의 길은 어디일까요?,FALSE,"This photo appears to have been taken from an aerial view of a traditional hanok. On the far left, you can see the entrance gate, and upon entering through that gate, it’s evident that there are two separate buildings. True to hanok style, the roof is made of tiles, and underneath, it seems to be constructed of wood. Additionally, outside the gate, there appears to be a pond or something similar. The paths within the hanok are all paved with stones, and in the back and surrounding areas, there are well-maintained trees and grasses. Behind the hanok, there seems to be a hill, suggesting that the hanok is situated with its back against the hill. Where might the path of the hanok lead?",
1ceNb5xIocKm,Korean,FALSE,nan,https://voca.ro/1ceNb5xIocKm,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Korean_images/married_couple-2818-56.jpg, 이 사진을 보니까 어떠한 두 남자가 한 곳을 응시를 하고 있습니다. 왼쪽 남자는 이제 안경을 썼고 하늘색 점퍼를 입고 아주 놀라서 입이 벌어진 상태로 저 멀리 무엇을 쳐다보고 있습니다. 오른쪽 남자는 이제 체크무늬 셔츠 위에다가 아우터를 입고 또 약간 더 키가 큰 모습으로 서 있습니다. 이 오른쪽 남자는 왼쪽 남자만큼 크게 놀라지는 않은 것 같지만 그래도 그 같은 곳을 쳐다보고 있습니다. 배경을 보니까 어둡고 한국말 간판들이 보이는 것으로 보아하니 한국의 어떠한 밤에 촬영이 된 사진인 것 같습니다. 제가 여 conseguir 수 président,FALSE,"In this photo, two men are gazing at something in the same direction. The man on the left is wearing glasses and a sky-blue jumper, looking very surprised with his mouth open, staring into the distance at something. The man on the right is wearing an outer layer over a checkered shirt and appears to be a bit taller. He doesn’t look as surprised as the man on the left, but he is still gazing at the same spot. The background is dark, and with the signs in Korean, it seems that this photo was taken on a night in Korea.",
1o0SEUY7ybFX,Korean,FALSE,nan,https://voca.ro/1o0SEUY7ybFX,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000066505.jpg," 이 이미지는 간단한 나무 벤치를 중심으로 한 실내 장면을 보여줍니다. 사진의 중심에는 오래된 느낌의 나무 벤치가 놓여있으며, 표면은 시간이 지나면서 생긴 듯한 긁힘과 먼지가 묻어있습니다. 벤치의 디자인은 매우 간소하며, 기능성을 중시한 전동적인 목공 작업을 떠올리게 합니다. 벤치는 사진의 중앙에 배치되어 있으며, 벽을 배경으로 바로 앞에 놓여있습니다. 배경에는 나무 판재로 이루어진 벽면이 보이며, 벤치 아래쪽에는 파이프나 기타 잡다한 물건들이 흩어져 있어 다소 실용적인 공간임을 나타냅니다. 주변에 보이는 벽의 색상과 벤치의 갈색이 어우러져 전체적으로 자연스럽고 따뜻한 느낌을 줍니다. 세부적으로 보면 벤치의 표면에는 사용 흔적이 분명히 드러나 있으며, 이는 시간이 지나면서 얻어진 흔적들로 보입니다. 나무의 결이나 색상 변화는 수작업으로 제작된 목재국입니다. 벤치의 가구의 특징을 강조하며, 벤치 자체가 장식적인 용도보다는 실용적인 목적으로 사용되었음을 암시합니다. 배경은 주로 목재와 약간의 금속 요소들로 이루어져 있으며, 공간의 분위기는 다소 어수선하지만 실내 자국 공간 또는 창고 같은 느낌을 줍니다. 스타일과 색상은 전반적으로 자연적이고 무채색에 가까운 따뜻한 갈색 톤으로 이루어져 있으며, 정통적이고 소박한 가구 디자인이 돋보이는 이미지입니다. 이 이미지는 과거의 시장과 전통적인 가구의 가구입니다. 그래서 이 이미지는 가구의 실용성을 강조한 생활 공간의 한 단면을 잘 담고 있습니다.",FALSE,"This image depicts an indoor scene centered around a simple wooden bench. At the center of the photo, there is an old-looking wooden bench, its surface showing scratches and dust as if it has aged over time. The design of the bench is very minimalistic, evoking ideas of functional craftsmanship. The bench is placed in the middle of the image, positioned directly in front of a wall that serves as the background. The background reveals a wall made of wooden planks, and below the bench, pipes and various miscellaneous items are scattered, indicating a somewhat practical space. The colors of the surrounding walls and the brown of the bench blend together, creating an overall natural and warm atmosphere. Upon closer inspection, the surface of the bench clearly shows signs of use, likely accrued over time. The grain and color variations of the wood suggest that it was handcrafted. This highlights the characteristics of the bench’s furniture, implying that it was used more for practical purposes than for decorative ones. The background mainly consists of wood and some metal elements, giving the space a somewhat cluttered feel reminiscent of an indoor storage area or warehouse. The style and colors predominantly feature warm brown tones that are close to neutral, showcasing a traditional and humble furniture design. This image represents the practicality of furniture in a living space, effectively capturing a glimpse of everyday life.",
17bP15vRIsjZ,Korean,FALSE,nan,https://voca.ro/17bP15vRIsjZ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000062790.jpg," 이 이미지는 거리 행진이나 퍼레이드와 관련된 장면을 여러 장의 사진으로 구성한 콜라주입니다. 다양한 각도에서 촬영된 사진들은 도심 거리에서 진행되는 행사의 활기찬 분위기를 잘 담고 있습니다. 군중이 모여있는 모습, 경찰관이 안전 관리하는 장면, 그리고 말이 행사에 참여하는 모습 등이 포함되어 있어 다채로운 상황을 한 눈에 볼 수 있습니다. 사진 속 개체로는 말 두 마리와 경찰관 두 명, 그리고 군중들이 보입니다. 말들은 장식되어 있으며 행사 분위기를 고조시키는 중요한 역할을 하고 있는 것을 보입니다. 경찰관들은 형광색 조끼를 착용하여 행사를 관리하거나 교통을 통제하고 있는 모습입니다. 군중들은 행사에 집중하고 있으며 거리의 생동감이 있는 분위기를 형성합니다. 배경에는 도로와 건물이 보이며 사진의 각 장면마다 거리 행사 특유의 혼잡하지만 활기찬 분위기가 묻어납니다. 세부적으로는 말의 장식, 경찰의 반사 조끼, 그리고 군중들의 다양한 표정과 동작이 눈에 띄어 행사의 생동감을 더합니다. 사진의 색감은 자연광을 중심으로 하여 밝고 명료하며 도심의 전형적인 회색 도로와 건물들, 그리고 경찰 조끼의 형광색과 말의 장식 등이 시각적으로 조화를 이루고 있습니다. 스타일은 다소 캐주얼하면서도 기록적인 느낌으로 거리 행사와 같은 공동체의 활동을 잘 나타낸 장면입니다. 이 이미지는 사람들이 모여 함께 즐기며 협력하는 사회적 순간을 효과적으로 보여주는 장면입니다. 이 이미지는 사람들이 모여 함께 즐기며 협력하는 사회적 순간을 효과적으로 보여주는 장면입니다.",FALSE,"This image is a collage composed of several photographs depicting scenes related to street marches or parades. The photos taken from various angles capture the lively atmosphere of the event taking place in the urban streets. Included are images of crowds gathering, police officers managing safety, and horses participating in the event, offering a glimpse into a variety of situations. The entities in the photos include two horses, two police officers, and the crowd. The horses are adorned and play a significant role in enhancing the festive atmosphere. The police officers are seen wearing fluorescent vests as they manage the event or control traffic. The crowd is focused on the event, contributing to a vibrant atmosphere on the street. In the background, roads and buildings are visible, and each scene of the photos exudes the unique congestion yet lively ambience typical of street events. The details, such as the horses' decorations, the police's reflective vests, and the various expressions and movements of the crowd, add to the vibrancy of the event. The colors in the photos are bright and clear, centered around natural light, creating a visual harmony with the typical gray roads and buildings of the city, alongside the fluorescent vests of the police and the ornaments on the horses. The style is somewhat casual yet documentary, effectively depicting activities of a community-like street event. This image effectively shows a social moment where people gather, enjoy, and collaborate together.",
1DrhzhhFUDRI,Korean,FALSE,nan,https://voca.ro/1DrhzhhFUDRI,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000060515.jpg," 이 이미지는 거실에서 누군가가 휴식을 취하고 있는 일상적인 풍경을 담고 있습니다. 사진의 중심에는 다양한 물건들로 가득찬 테이블이 보이며, 그 앞에는 다리를 올리고 편안하게 앉아있는 사람의 발이 보입니다. 거실은 생활감이 느껴지는 공간으로 책, 화분, 잡지, 식음료 등이 테이블 위와 주변에 흩어져 있어 일상의 모습을 그대로 보여줍니다. 테이블 위에는 여러가지 물건이 놓여 있는데, 컵, 접시, 종이, 리모컨, 그리고 잡지 같은 물건들이 줄을 이루고 있습니다. 방의 한쪽에는 선반이 있으며, 그 위에는 책과 장식품이 정리되어 있습니다. 오른쪽에는 화분이 자리잡고 있어 자연적인 분위기를 더해집니다. 전체적으로 물건들이 다소 오수순하게 배치되어 있지만, 이는 실제 거실의 편안하고 개인적인 공간임을 잘 나타냅니다. 벽에는 나무 바닥과 선반, 식물 등이 있으며, 따뜻한 조명 아래에서 아낙한 분위기가 연출됩니다. 사진쪽 다리는 주인공의 편한 상태를 강조하며, 거실이 휴식의 공간으로서의 역할을 하고 있음을 상징적으로 보여줍니다. 전체적인 색감은 따뜻한 나무색과 소품들의 다양한 색상이 어우러져 조화를 이루고 있습니다. 스타일은 일상적이고 캐주얼하며, 특별히 꾸며진 모습이 아니라 현실적인 삶의 단면을 보여줍니다. 이 이미지는 사람들이 집에서 휴식을 취하며 즐기는 소품입니다. 이 이미지는 소소한 순간들을 시각적으로 표현하고 있습니다.",FALSE,"This image captures an ordinary scene of someone relaxing in a living room. At the center of the photo, there is a table filled with various items, and in front of it, we see a pair of feet belonging to a person sitting comfortably with their legs up. The living room feels lived-in, with books, plants, magazines, and food and drink scattered on and around the table, reflecting everyday life. On the table, there are various objects lined up, including cups, plates, paper, a remote control, and magazines. One side of the room features a shelf neatly arranged with books and decorative items. On the right, a plant adds to the natural atmosphere. Overall, the items are somewhat haphazardly placed, but this effectively represents the comfortable and personal nature of a real living space. The walls show wooden floors, shelves, and plants, all under warm lighting that creates a cozy ambiance. The visible feet highlight the protagonist's relaxed state and symbolically demonstrate the living room's role as a space for rest. The overall color palette blends warm wood tones with the various colors of the items, creating harmony. The style is casual and everyday, presenting a realistic slice of life rather than a specially decorated scene. This image visually expresses those small moments of relaxation and enjoyment people have at home.",
19NXDiR7ILUO,Korean,FALSE,nan,https://voca.ro/19NXDiR7ILUO,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000029466.jpg," 이 이미지는 겨울 숲속에서 스키를 즐기고 있는 한 사람의 모습을 보여줍니다. 사진의 주인공은 단순한 크로스컨트리 스키를 하는 중이며, 눈덮인 길을 따라 숲속을 지나가는 장면을 담고 있습니다. 스키를 타고 있는 사람은 검은색 옷을 입고 있으며, 스키풀과 스키를 이용해 자연을 즐기고 있습니다. 사진의 주요 객체로는 스키를 타고 있는 사람과 스키 장비, 그리고 눈덮인 길이 있습니다. 배경에는 여러 나무가 자리잡고 있으며, 숲의 초록색과 눈의 하얀색이 대조를 이루어 자연적인 분위기를 형성합니다. 텍스트는 이미지에 포함되어 있지 않습니다. 사람은 중앙에 위치하며 스키트랙을 따라 자연스럽게 앞으로 나아가고 있습니다. 나무들은 양옆에 흩어져 있으며, 햇빛이 나뭇가지 사이로 비치며, 그림자를 드리워 한층 더 깊은 숲속 느낌을 자아납니다. 디테일러는 눈 위에 스키트랙이 선명하게 찍혀 있어 스키트랙이 선명하게 찍혀있어 스키포스의 규칙적인 사형과 이곳의 인기 있는 장소임을 나타냅니다. 배경은 울창한 숲으로 둘러싸여 있으며, 자연의 고요함과 상쾌한 분위기를 전달합니다. 스타일은 자연적이고 활동적인 느낌을 기반으로 하며, 색상은 하얀 눈과 초록 나무의 대조가 돋보입니다. 이 이미지는 자연 속에서 즐기는 겨울 스포츠의 평온하고 자유로운 분위기를 잘 나타냅니다.",FALSE,"This image depicts a person enjoying skiing in a winter forest. The main subject of the photo is engaged in simple cross-country skiing, passing through the woods along a snow-covered path. The skier is dressed in black and is using ski poles and skis to enjoy nature. The key elements in the photo include the skier, the skiing equipment, and the snow-covered trail. In the background, several trees are positioned, creating a contrast between the greenery of the forest and the whiteness of the snow, forming a natural atmosphere. There is no text included in the image. The person is centrally placed and naturally moving forward along the ski track. Trees are scattered on either side, and sunlight filters through the branches, casting shadows and enhancing the deep forest feel. The details show clear ski tracks imprinted in the snow, indicating the regular use of this skiing route and its popularity as a location. The background is surrounded by dense woods, conveying the tranquility and refreshing ambiance of nature. The style is based on a natural and active feel, with colors highlighting the contrast between the white snow and green trees. This image effectively represents the serene and free atmosphere of winter sports enjoyed in nature.",
1nJDMhIXCnkz,Korean,FALSE,nan,https://voca.ro/1nJDMhIXCnkz,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Korean_images/wedding-316-07.jpg, 이 이미지는 결혼식에서 신부가 아마도 신부 아버지의 손을 잡고 입장하는 모습인 것 같습니다 신부는 반팔 흰색 웨딩드레스를 입고 파란색 꽃이 포함되어 있고 리본으로 포장이 된 부케를 들고 있습니다 신부는 이제 흰색 장갑을 끼고 오른쪽에 계신 남자분도 얼굴은 보이지 않지만 흰색 장갑과 빨간색 넥타이 그리고 검은 수트를 입고 신부의 손을 조심스럽게 잡고 있습니다 아무래도 전통상 신부가 처음 입장할 때 신부 아버지의 손을 이렇게 잡고 입장하니까 이것은 신부와 신부 아버지의 입장 모습의 일부분을 찍은 사진이라고 볼 수 있을 것 같습니다,FALSE,"This image seems to depict the bride entering the wedding, possibly holding her father's hand. The bride is wearing a short-sleeved white wedding dress decorated with blue flowers and holding a bouquet tied with a ribbon. She is now wearing white gloves, and the man on her right, whose face is not visible, is also wearing white gloves along with a red tie and a black suit, carefully holding the bride's hand. Traditionally, the bride holds her father's hand while entering, so this appears to be a photo capturing part of the entrance of the bride and her father.",
12G9435cAKxv,Korean,FALSE,nan,https://voca.ro/12G9435cAKxv,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000041837.jpg, 이 이미지는 공항의 활주로 근처에서 찍은 장면으로 비행기와 함께 여러 공항 장비들이 보입니다. 전방에는 비행기의 날개와 엔진 일부가 보이며 비행기의 바퀴가 착륙한 상태로 나타나 있습니다. 그 옆에는 수화물이나 화물을 운반하는 공항 장비들이 배치되어 있습니다. 특히 큰 차량은 항공기의 화물 구역에 연결되어 있는 듯한 모습입니다. 이미지의 주요 물체는 공항 장비와 차량들입니다. 각 장비들은 모두 활주로 근처에 놓여 있으며 화물을 운반하거나 비행기를 이동시키는데 사용되는 기계들이 보입니다. 장비들은 대부분 차례대로 배치되어 있어 공항의 효율적인 운영을 나타냅니다. 세부적으로 보면 차량들의 크기와 형태가 잘 드러나며 바퀴와 기계적인 부분들이 세밀하게 표현되고 있습니다. 배경에는 활주로와 다른 공항 시설들이 보이며 공항의 작업이 활발하게 진행 중인 듯한 느낌을 줍니다. 전체적인 색상은 주로 금속의 회색과 노란색입니다. 공항과 비행기의 파란색 그리고 공항 장비의 노란색과 검정색이 섞여 있어 공항의 산업적이고 실용적인 분위기를 강조합니다. 이 이미지는 공항의 역동적인 작업 환경을 잘 보여주고 있습니다.,FALSE,"This image depicts a scene taken near an airport runway, showcasing several airport vehicles alongside an airplane. In the foreground, parts of the aircraft's wings and engine are visible, and the airplane's wheels are portrayed as having landed. Next to it, airport equipment used for transporting luggage or cargo is arranged. Notably, a large vehicle appears to be connected to the aircraft's cargo area. The main objects in the image are the airport equipment and vehicles. Each piece of equipment is positioned near the runway, highlighting machines used for transporting cargo or moving airplanes. The equipment is mostly lined up in a way that indicates the efficient operation of the airport. In terms of details, the sizes and shapes of the vehicles are well-defined, with wheels and mechanical components illustrated with precision. The background features the runway and other airport facilities, giving a sense that airport operations are actively taking place. The overall color scheme consists mainly of metallic grays and yellows. The blue of the airport and airplane, along with the yellow and black of the airport equipment, emphasizes the industrial and practical atmosphere of the airport. This image effectively showcases the dynamic work environment of the airport.",
